#,title,acRate,difficulty,freq,likes,dislikes,link
1309,Decrypt String from Alphabet to Integer Mapping,77.863530,Easy,7.657952,630,58,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/
1310,XOR Queries of a Subarray,69.888647,Medium,17.551922,587,25,https://leetcode.com/problems/xor-queries-of-a-subarray/
1312,Minimum Insertion Steps to Make a String Palindrome,60.948849,Hard,31.313502,901,15,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/
1314,Matrix Block Sum,73.991023,Medium,48.090602,1116,190,https://leetcode.com/problems/matrix-block-sum/
1315,Sum of Nodes with Even-Valued Grandparent,84.600159,Medium,5.184106,1154,41,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/
1317,Convert Integer to the Sum of Two No-Zero Integers,57.137513,Easy,1.626410,185,181,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/
1318,Minimum Flips to Make a OR b Equal to c,64.228061,Medium,0.000000,286,29,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/
1319,Number of Operations to Make Network Connected,55.617506,Medium,13.381122,1088,18,https://leetcode.com/problems/number-of-operations-to-make-network-connected/
1320,Minimum Distance to Type a Word Using Two Fingers,61.551444,Hard,11.548067,593,25,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/
1321,Restaurant Growth,72.455895,Medium,1.848684,171,25,https://leetcode.com/problems/restaurant-growth/
1322,Ads Performance,58.685940,Easy,1.232118,131,32,https://leetcode.com/problems/ads-performance/
1323,Maximum 69 Number,78.103729,Easy,1.616147,670,96,https://leetcode.com/problems/maximum-69-number/
1324,Print Words Vertically,58.911572,Medium,0.000000,287,75,https://leetcode.com/problems/print-words-vertically/
1325,Delete Leaves With a Given Value,74.243519,Medium,6.894817,871,18,https://leetcode.com/problems/delete-leaves-with-a-given-value/
1326,Minimum Number of Taps to Open to Water a Garden,47.541935,Hard,68.151397,752,70,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/
1327,List the Products Ordered in a Period,77.948388,Easy,0.000000,53,15,https://leetcode.com/problems/list-the-products-ordered-in-a-period/
1328,Break a Palindrome,49.222538,Medium,40.206951,378,334,https://leetcode.com/problems/break-a-palindrome/
1329,Sort the Matrix Diagonally,81.406605,Medium,25.675271,1116,155,https://leetcode.com/problems/sort-the-matrix-diagonally/
1330,Reverse Subarray To Maximize Array Value,37.281576,Hard,0.000000,260,30,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value/
1331,Rank Transform of an Array,57.131787,Easy,7.944753,516,40,https://leetcode.com/problems/rank-transform-of-an-array/
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",57.897644,Medium,39.671920,162,144,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,48.467415,Medium,5.022601,655,36,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/
1335,Minimum Difficulty of a Job Schedule,56.573347,Hard,69.092187,780,93,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/
1337,The K Weakest Rows in a Matrix,71.925552,Easy,12.208603,969,69,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/
1338,Reduce Array Size to The Half,68.638036,Medium,6.036832,744,61,https://leetcode.com/problems/reduce-array-size-to-the-half/
1339,Maximum Product of Splitted Binary Tree,38.576140,Medium,4.419957,629,47,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/
1340,Jump Game V,60.371313,Hard,1.934327,423,17,https://leetcode.com/problems/jump-game-v/
1341,Movie Rating,59.110343,Medium,0.000000,63,32,https://leetcode.com/problems/movie-rating/
1342,Number of Steps to Reduce a Number to Zero,85.598936,Easy,8.443999,1012,90,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,65.636321,Medium,0.000000,271,46,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/
1344,Angle Between Hands of a Clock,61.490946,Medium,57.248172,574,132,https://leetcode.com/problems/angle-between-hands-of-a-clock/
1345,Jump Game IV,42.190674,Hard,29.186097,725,46,https://leetcode.com/problems/jump-game-iv/
1346,Check If N and Its Double Exist,35.671381,Easy,1.496863,420,64,https://leetcode.com/problems/check-if-n-and-its-double-exist/
1347,Minimum Number of Steps to Make Two Strings Anagram,75.035187,Medium,35.662905,715,45,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/
1349,Maximum Students Taking Exam,44.998607,Hard,21.233519,429,11,https://leetcode.com/problems/maximum-students-taking-exam/
1350,Students With Invalid Departments,90.360789,Easy,1.152309,94,7,https://leetcode.com/problems/students-with-invalid-departments/
1351,Count Negative Numbers in a Sorted Matrix,75.522288,Easy,24.461221,1234,57,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/
1352,Product of the Last K Numbers,45.945139,Medium,25.083768,606,33,https://leetcode.com/problems/product-of-the-last-k-numbers/
1353,Maximum Number of Events That Can Be Attended,30.558720,Medium,48.342787,1012,141,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/
1354,Construct Target Array With Multiple Sums,31.343969,Hard,12.902727,560,68,https://leetcode.com/problems/construct-target-array-with-multiple-sums/
1355,Activity Participants,74.759437,Medium,2.103841,70,25,https://leetcode.com/problems/activity-participants/
1356,Sort Integers by The Number of 1 Bits,70.614548,Easy,5.483008,580,26,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/
1358,Number of Substrings Containing All Three Characters,60.997876,Medium,12.230656,794,18,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/
1359,Count All Valid Pickup and Delivery Options,55.520845,Hard,55.150977,350,42,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/
1361,Validate Binary Tree Nodes,42.635320,Medium,20.340267,443,165,https://leetcode.com/problems/validate-binary-tree-nodes/
1362,Closest Divisors,58.337766,Medium,0.000000,123,72,https://leetcode.com/problems/closest-divisors/
1363,Largest Multiple of Three,34.492078,Hard,15.658482,271,43,https://leetcode.com/problems/largest-multiple-of-three/
1365,How Many Numbers Are Smaller Than the Current Number,85.915667,Easy,18.247404,1912,45,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/
1366,Rank Teams by Votes,55.941829,Medium,44.305072,510,61,https://leetcode.com/problems/rank-teams-by-votes/
1367,Linked List in Binary Tree,41.156205,Medium,1.724738,925,35,https://leetcode.com/problems/linked-list-in-binary-tree/
1368,Minimum Cost to Make at Least One Valid Path in a Grid,58.317160,Hard,0.000000,608,6,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/
1369,Get the Second Most Recent Activity,69.076605,Hard,2.951072,70,7,https://leetcode.com/problems/get-the-second-most-recent-activity/
1371,Find the Longest Substring Containing Vowels in Even Counts,61.451337,Medium,1.045694,758,30,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/
1372,Longest ZigZag Path in a Binary Tree,55.678455,Medium,5.270393,670,14,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/
1373,Maximum Sum BST in Binary Tree,37.306039,Hard,12.620524,547,78,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/
1375,Bulb Switcher III,64.309907,Medium,30.765812,542,87,https://leetcode.com/problems/bulb-switcher-iii/
1376,Time Needed to Inform All Employees,57.308968,Medium,15.813703,928,76,https://leetcode.com/problems/time-needed-to-inform-all-employees/
1377,Frog Position After T Seconds,35.821123,Hard,7.980769,239,76,https://leetcode.com/problems/frog-position-after-t-seconds/
1378,Replace Employee ID With The Unique Identifier,90.628045,Easy,0.000000,46,24,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/
1380,Lucky Numbers in a Matrix,70.356571,Easy,15.018067,566,49,https://leetcode.com/problems/lucky-numbers-in-a-matrix/
1381,Design a Stack With Increment Operation,76.637237,Medium,27.648878,666,58,https://leetcode.com/problems/design-a-stack-with-increment-operation/
1382,Balance a Binary Search Tree,77.203190,Medium,43.265113,883,36,https://leetcode.com/problems/balance-a-binary-search-tree/
1383,Maximum Performance of a Team,41.195060,Hard,5.990125,958,37,https://leetcode.com/problems/maximum-performance-of-a-team/
1384,Total Sales Amount by Year,65.358622,Hard,11.380789,96,41,https://leetcode.com/problems/total-sales-amount-by-year/
1386,Cinema Seat Allocation,37.018193,Medium,50.543472,290,172,https://leetcode.com/problems/cinema-seat-allocation/
1387,Sort Integers by The Power Value,70.663717,Medium,12.840917,541,70,https://leetcode.com/problems/sort-integers-by-the-power-value/
1388,Pizza With 3n Slices,46.756203,Hard,0.000000,397,5,https://leetcode.com/problems/pizza-with-3n-slices/
1391,Check if There is a Valid Path in a Grid,45.547289,Medium,12.967142,378,191,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/
1392,Longest Happy Prefix,42.877789,Hard,3.990539,392,20,https://leetcode.com/problems/longest-happy-prefix/
1393,Capital Gain/Loss,91.128085,Medium,1.615468,91,14,https://leetcode.com/problems/capital-gainloss/
1394,Find Lucky Integer in an Array,63.096050,Easy,1.600809,439,16,https://leetcode.com/problems/find-lucky-integer-in-an-array/
1395,Count Number of Teams,72.346869,Medium,50.308753,1181,130,https://leetcode.com/problems/count-number-of-teams/
1396,Design Underground System,71.821205,Medium,86.003301,826,60,https://leetcode.com/problems/design-underground-system/
1397,Find All Good Strings,39.268540,Hard,0.000000,197,91,https://leetcode.com/problems/find-all-good-strings/
1398,Customers Who Bought Products A and B but Not C,81.818967,Medium,12.610193,103,4,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/
1400,Construct K Palindrome Strings,63.422506,Medium,23.369735,424,50,https://leetcode.com/problems/construct-k-palindrome-strings/
1401,Circle and Rectangle Overlapping,42.757009,Medium,14.850190,179,48,https://leetcode.com/problems/circle-and-rectangle-overlapping/
1402,Reducing Dishes,72.064067,Hard,19.221101,554,99,https://leetcode.com/problems/reducing-dishes/
1404,Number of Steps to Reduce a Number in Binary Representation to One,50.159103,Medium,1.790104,344,26,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/
1405,Longest Happy String,53.280620,Medium,42.629003,628,114,https://leetcode.com/problems/longest-happy-string/
1406,Stone Game III,59.072084,Hard,30.702053,660,11,https://leetcode.com/problems/stone-game-iii/
1407,Top Travellers,84.155923,Easy,1.388886,67,5,https://leetcode.com/problems/top-travellers/
1408,String Matching in an Array,63.668036,Easy,12.443153,363,64,https://leetcode.com/problems/string-matching-in-an-array/
1411,Number of Ways to Paint N × 3 Grid,60.923339,Hard,27.385993,512,26,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid/
1412,Find the Quiet Students in All Exams,63.271367,Hard,22.421879,104,8,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/
1413,Minimum Value to Get Positive Step by Step Sum,65.522419,Easy,12.695445,397,122,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/
1414,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,63.108006,Medium,17.948860,484,42,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/
1415,The k-th Lexicographical String of All Happy Strings of Length n,70.331563,Medium,0.000000,456,15,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/
1416,Restore The Array,36.856777,Hard,7.093090,265,8,https://leetcode.com/problems/restore-the-array/
1417,Reformat The String,56.640587,Easy,9.905926,302,61,https://leetcode.com/problems/reformat-the-string/
1419,Minimum Number of Frogs Croaking,48.267384,Medium,29.435644,478,32,https://leetcode.com/problems/minimum-number-of-frogs-croaking/
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,64.280006,Hard,15.214572,325,8,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/
1422,Maximum Score After Splitting a String,57.635398,Easy,3.280685,372,21,https://leetcode.com/problems/maximum-score-after-splitting-a-string/
1423,Maximum Points You Can Obtain from Cards,48.633591,Medium,48.220660,1878,84,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/
1424,Diagonal Traverse II,46.989353,Medium,16.387582,569,65,https://leetcode.com/problems/diagonal-traverse-ii/
1425,Constrained Subsequence Sum,45.125423,Hard,2.368521,557,25,https://leetcode.com/problems/constrained-subsequence-sum/
1426,Counting Elements,59.204630,Easy,0.000000,68,9,https://leetcode.com/problems/counting-elements/
1427,Perform String Shifts,53.651539,Easy,5.998944,93,1,https://leetcode.com/problems/perform-string-shifts/
1428,Leftmost Column with at Least a One,50.209043,Medium,72.425480,611,80,https://leetcode.com/problems/leftmost-column-with-at-least-a-one/
1429,First Unique Number,50.460884,Medium,26.755365,256,12,https://leetcode.com/problems/first-unique-number/
1430,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,45.311298,Medium,0.000000,102,9,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/
1431,Kids With the Greatest Number of Candies,88.083715,Easy,29.997721,932,206,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/
1433,Check If a String Can Break Another String,67.688418,Medium,1.340433,352,95,https://leetcode.com/problems/check-if-a-string-can-break-another-string/
1434,Number of Ways to Wear Different Hats to Each Other,40.290244,Hard,3.775760,426,5,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other/
1436,Destination City,77.228422,Easy,23.588290,668,47,https://leetcode.com/problems/destination-city/
1437,Check If All 1's Are at Least Length K Places Away,60.965309,Easy,2.185236,301,186,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,44.841109,Medium,16.700311,1424,70,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/
1439,Find the Kth Smallest Sum of a Matrix With Sorted Rows,61.133333,Hard,12.231468,577,7,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/
1440,Evaluate Boolean Expression,75.208941,Medium,0.000000,76,3,https://leetcode.com/problems/evaluate-boolean-expression/
